Date,change_rate
2015-10-01,0.6546491514252575
2015-10-02,0.0122191728597388
2015-10-03,0.6441766530912619
2015-10-04,-0.11403262768634925
2015-10-05,0.9389126891546848
2015-10-06,2.3709894845229043
2015-10-07,-1.3003225625096193
2015-10-08,-0.31718445065502465
2015-10-09,0.5909321523205797
2015-10-10,0.492733544951407
2015-10-11,0.9430333231667096
2015-10-12,-0.6347347211234178
2015-10-13,1.7569325900668393
2015-10-14,1.0004297656141508
2015-10-15,0.8778069400930294
2015-10-16,3.3712612904362014
2015-10-17,3.0040324313500797
2015-10-18,-3.4196263388832646
2015-10-19,0.6018534003382723
2015-10-20,2.235071225476966
2015-10-21,-1.1265982134752786
2015-10-22,2.8244356367751378
2015-10-23,1.0403895201590734
2015-10-24,1.862538674814577
2015-10-25,0.7941108541278346
2015-10-26,0.5895035486633092
2015-10-27,3.0180813715761614
2015-10-28,3.7163421674428467
2015-10-29,3.1318613381809968
2015-10-30,4.482349277029778
2015-10-31,-4.366966378288405
2015-11-01,3.309787054629666
2015-11-02,10.813890441307482
2015-11-03,11.480272906041852
2015-11-04,1.9568222055327853
2015-11-05,-5.323258150862554
2015-11-06,-3.4988019369079875
2015-11-07,3.2631561180416373
2015-11-08,-2.8390912912954076
2015-11-09,1.5849860861649283
2015-11-10,-11.359690815011039
2015-11-11,-8.456239130212222
2015-11-12,7.6646312805578765
2015-11-13,-0.5155112261179204
2015-11-14,-1.1044925907676855
2015-11-15,-3.8687798457219853
2015-11-16,3.445360136740442
2015-11-17,1.4323665058027943
2015-11-18,-0.0008938390139386898
2015-11-19,-2.548710599237095
2015-11-20,-1.3446260769144178
2015-11-21,1.5011212006165064
2015-11-22,-0.74592715522604
2015-11-23,-0.4020397992115579
2015-11-24,-0.9188510431693522
2015-11-25,2.549947626805332
2015-11-26,7.4263655143187295
2015-11-27,1.7566595584079179
2015-11-28,0.06720616167281733
2015-11-29,3.8666027184371865
2015-11-30,1.58411857189994
2015-12-01,-3.954806873914358
2015-12-02,-0.734565765171899
2015-12-03,0.4772748157510615
2015-12-04,0.5317527287299963
2015-12-05,6.936084595176689
2015-12-06,-0.19817565898088857
2015-12-07,1.4252121815203447
2015-12-08,5.0053797532045445
2015-12-09,0.7532987054949695
2015-12-10,-0.6002570997203619
2015-12-11,8.827030830850957
2015-12-12,-3.8329960107577103
2015-12-13,0.4853359595351877
2015-12-14,2.5180495352090166
2015-12-15,4.830837331387005
2015-12-16,-2.2084781778144436
2015-12-17,0.2860731413415784
2015-12-18,1.7043026956736194
2015-12-19,-0.26534476847162997
2015-12-20,-4.229245546359142
2015-12-21,-0.9482034076966609
2015-12-22,-0.197517731213892
2015-12-23,1.3008334264471655
2015-12-24,2.6843203409332306
2015-12-25,0.17544143322951497
2015-12-26,-8.44355842520793
2015-12-27,1.514712678055654
2015-12-28,-0.25133175553842224
2015-12-29,2.578787384301426
2015-12-30,-1.5416554036398946
2015-12-31,1.1017284611645144
2016-01-01,0.8388275756621051
2016-01-02,-0.27242545725248696
2016-01-03,-0.8226931665029502
2016-01-04,0.7045509233841539
2016-01-05,-0.25608131462591444
2016-01-06,-0.6370124860637619
2016-01-07,6.520070117667097
2016-01-08,-0.9415575211912806
2016-01-09,-1.2730965276101676
2016-01-10,-0.05510672314958275
2016-01-11,-0.06017165551152505
2016-01-12,-2.7872614705623477
2016-01-13,-0.5277642098073713
2016-01-14,-0.45848939934754246
2016-01-15,-15.322078879343731
2016-01-16,6.153019482538742
2016-01-17,-1.2535119862950113
2016-01-18,1.4237693713306825
2016-01-19,-1.776886861038737
2016-01-20,10.662564331705687
2016-01-21,-2.232907731871006
2016-01-22,-6.652577349302173
2016-01-23,1.3223214886338908
2016-01-24,3.8312142033632055
2016-01-25,-2.632494591759479
2016-01-26,0.03852045936194193
2016-01-27,0.6441644202913065
2016-01-28,-3.759874774330591
2016-01-29,-0.16679540622569572
2016-01-30,-0.16100335667994775
2016-01-31,-2.518154180755661
2016-02-01,1.0033825886292507
2016-02-02,0.4097352150923707
2016-02-03,-1.2537144439738035
2016-02-04,5.246176749578833
2016-02-05,-0.6040141531976134
2016-02-06,-2.60405401181015
2016-02-07,0.028149696079735373
2016-02-08,-0.8785497441066527
2016-02-09,0.6978647592312387
2016-02-10,1.4629933004217732
2016-02-11,-0.6437926599490376
2016-02-12,1.2054686750872288
2016-02-13,1.876813523669945
2016-02-14,3.6387985457139225
2016-02-15,-1.8114758099998292
2016-02-16,1.5085991283037927
2016-02-17,2.12580827532596
2016-02-18,1.392555188260184
2016-02-19,-0.4601062791072231
2016-02-20,3.6914020115205024
2016-02-21,0.23413821146484717
2016-02-22,-0.2827013418059851
2016-02-23,-3.9974472067595404
2016-02-24,0.9499788529497779
2016-02-25,-0.11598542521144327
2016-02-26,1.7716666296542327
2016-02-27,-0.07392513488428759
2016-02-28,0.21568329068981473
2016-02-29,0.9826094621829238
2016-03-01,-0.6380219076906609
2016-03-02,-2.560607721512125
2016-03-03,-0.5333622062685177
2016-03-04,-2.5832321593388046
2016-03-05,-2.4857523569752837
2016-03-06,1.7931482292946963
2016-03-07,1.6097886887590438
2016-03-08,-0.11895129358702053
2016-03-09,0.23338653648790902
2016-03-10,0.5755415375828594
2016-03-11,1.0670158948307469
2016-03-12,-2.367386014472659
2016-03-13,0.5871502174902263
2016-03-14,0.5400758502204829
2016-03-15,0.10614765158122208
2016-03-16,0.029500930633562402
2016-03-17,0.6537608263025064
2016-03-18,-2.6154016070843373
2016-03-19,0.2880738771956564
2016-03-20,0.8172504205080003
2016-03-21,-0.026847508293606475
2016-03-22,1.1998588514327118
2016-03-23,-0.02870321040993118
2016-03-24,-0.48515351050893785
2016-03-25,0.16062269025200174
2016-03-26,0.13897118910670805
2016-03-27,2.0627061983655643
2016-03-28,-0.5432018387186206
2016-03-29,-1.8354751897585033
2016-03-30,-0.4841268464172263
2016-03-31,0.35448298801342615
2016-04-01,0.2879311021534824
2016-04-02,0.5857695787249398
2016-04-03,-0.06387219705937286
2016-04-04,0.03441475289684525
2016-04-05,0.71564818059878
2016-04-06,-0.20528754425864418
2016-04-07,-0.20655304520220902
2016-04-08,-0.6048643880922948
2016-04-09,-0.33268946891882634
2016-04-10,0.46997674263162104
2016-04-11,0.1448288623573865
2016-04-12,0.5550560025069926
2016-04-13,-0.44592036959057246
2016-04-14,0.08185579932249228
2016-04-15,1.245446382502144
2016-04-16,0.23208490518184044
2016-04-17,-0.7516788225989658
2016-04-18,0.2291828329190695
2016-04-19,1.5875792120298353
2016-04-20,1.3932157128889595
2016-04-21,1.814388911085284
2016-04-22,-0.8786066945288545
2016-04-23,0.9915692520444768
2016-04-24,1.774457377598826
2016-04-25,0.5020447038471327
2016-04-26,0.9619837853224268
2016-04-27,-4.627222890664532
2016-04-28,0.8927309563426742
2016-04-29,1.265886565041465
2016-04-30,-1.5071061723107582
2016-05-01,0.7561008072714583
2016-05-02,-1.6073195240631994
2016-05-03,1.2540268475258107
2016-05-04,-0.7688048961749574
2016-05-05,0.28318412857209807
2016-05-06,2.603241291161571
2016-05-07,-0.2399702392551687
2016-05-08,0.025962266441953267
2016-05-09,0.49693982361310346
2016-05-10,-2.0896069741437087
2016-05-11,0.41342469076572275
2016-05-12,0.5125462850764779
2016-05-13,0.18028082075745452
2016-05-14,-0.03334804459010493
2016-05-15,0.39691821068946537
2016-05-16,-0.7480570125284627
2016-05-17,-0.04978165240267052
2016-05-18,0.2045397629994376
2016-05-19,-3.478142174463794
2016-05-20,1.1153663063680637
2016-05-21,0.05011329573112527
2016-05-22,-0.8787975956264136
2016-05-23,1.0941228648103662
2016-05-24,0.380381888909503
2016-05-25,0.7929362312336146
2016-05-26,0.8254918339186577
2016-05-27,4.39736932486803
2016-05-28,12.052323922753569
2016-05-29,-0.235843189157184
2016-05-30,1.0204921909404538
2016-05-31,-0.525091734235508
2016-06-01,1.0945041846627601
2016-06-02,0.2715618715346596
2016-06-03,5.860706233422503
2016-06-04,0.5304451541758897
2016-06-05,0.2911186301231609
2016-06-06,1.903055985487577
2016-06-07,-1.51133280671014
2016-06-08,0.7758633817186926
2016-06-09,-1.3007487094307533
2016-06-10,0.283586444790526
2016-06-11,4.847803421476332
2016-06-12,10.3496193787145
2016-06-13,4.871851469310536
2016-06-14,-2.6891268981651786
2016-06-15,1.2810542177978208
2016-06-16,10.019047772605855
2016-06-17,-2.547603660455801
2016-06-18,0.9977894649148676
2016-06-19,0.9373767904306454
2016-06-20,-3.495227777165237
2016-06-21,-9.407883927178458
2016-06-22,-10.481660947480059
2016-06-23,4.44125998390357
2016-06-24,6.34999772182253
2016-06-25,-0.023752372026182838
2016-06-26,-5.490662578659642
2016-06-27,4.119498947460706
2016-06-28,-1.686822613600773
2016-06-29,-0.6570175476000624
2016-06-30,5.111837585130995
2016-07-01,0.5622188021112883
2016-07-02,3.985024725797534
2016-07-03,-6.568243517252867
2016-07-04,3.77319666902758
2016-07-05,-1.8415990571836147
2016-07-06,1.0311422963077
2016-07-07,-5.534370607211075
2016-07-08,4.032387440564151
2016-07-09,-2.314574005304068
2016-07-10,-0.19044198864965747
2016-07-11,-0.1272216732948936
2016-07-12,2.509398652860541
2016-07-13,-1.5537042943494301
2016-07-14,0.7895310021322759
2016-07-15,0.6195637016708924
2016-07-16,-0.45406196082383454
2016-07-17,2.6383970707239928
2016-07-18,-0.986012648061935
2016-07-19,0.018735020489217203
2016-07-20,-1.0584079800755748
2016-07-21,-0.032470582881369246
2016-07-22,-2.151076153089356
2016-07-23,0.7422505005161095
2016-07-24,0.896385505367408
2016-07-25,-1.0836861611353672
2016-07-26,-0.3732680377044566
2016-07-27,0.4181802667358045
2016-07-28,0.08296033356470091
2016-07-29,0.2871240720152415
2016-07-30,-0.2990853719430145
2016-07-31,-4.643405044442652
2016-08-01,-2.9346715813849817
2016-08-02,-9.718377310268693
2016-08-03,3.2258782224852545
2016-08-04,2.111850603756935
2016-08-05,-0.5599312516597084
2016-08-06,2.21692523700571
2016-08-07,0.8368916432330499
2016-08-08,-0.2837699702421498
2016-08-09,-0.5476804156980584
2016-08-10,0.7581097888715495
2016-08-11,-0.5073309309210255
2016-08-12,-0.21042066926191366
2016-08-13,-0.3011766182696773
2016-08-14,-2.5813270184661916
2016-08-15,-0.5703878067918023
2016-08-16,1.7974739686813952
2016-08-17,-0.7866545193785445
2016-08-18,0.10650436214674751
2016-08-19,0.22478286328224215
2016-08-20,0.9743435439304301
2016-08-21,-0.10843790369887679
2016-08-22,0.9361627156257445
2016-08-23,-0.571946822311928
2016-08-24,-0.5536362877410572
2016-08-25,-0.41694066982555356
2016-08-26,0.3285158682661615
2016-08-27,-1.6403437127320293
2016-08-28,0.7163487518068314
2016-08-29,0.006272872727984103
2016-08-30,0.5902968696246041
2016-08-31,-0.3668718075849409
2016-09-01,-0.563472229262591
2016-09-02,0.5462892519111807
2016-09-03,3.936545197278485
2016-09-04,1.6779339551083332
2016-09-05,-0.39408913404021695
2016-09-06,0.6479726162660459
2016-09-07,0.6503740442967292
2016-09-08,1.9004724841065401
2016-09-09,-0.557349039202405
2016-09-10,0.09342510647620683
2016-09-11,-2.6795594633694986
2016-09-12,0.20394824824512803
2016-09-13,0.19999233076641543
2016-09-14,0.3027091749370517
2016-09-15,-0.5622421873766102
2016-09-16,-0.04494870801612766
2016-09-17,-0.20322334867208247
2016-09-18,0.5922982005752143
2016-09-19,-0.10559314404161838
2016-09-20,-0.15461803414900674
2016-09-21,-1.0667915438136162
2016-09-22,-0.16424787746431851
2016-09-23,1.1142262321813277
2016-09-24,-0.05572475433278945
2016-09-25,-0.3190440122161646
2016-09-26,1.2043839147825872
2016-09-27,-0.30524505934249846
2016-09-28,-0.24989214900100026
2016-09-29,0.11140331966356865
2016-09-30,0.6636715811663301
2016-10-01,0.664660144217842
2016-10-02,-0.4977570165556475
2016-10-03,0.19067741581003186
2016-10-04,-0.3019387985073585
2016-10-05,0.3757622167730299
2016-10-06,0.08996773996811866
2016-10-07,0.7366865435172709
2016-10-08,0.28622232504475004
2016-10-09,-0.3908417889708664
2016-10-10,0.3521270309198129
2016-10-11,3.525953874563296
2016-10-12,-0.7300931521148034
2016-10-13,0.11885939507419643
2016-10-14,0.529034979221
2016-10-15,-0.26002647067374396
2016-10-16,0.3986921263223521
2016-10-17,-0.4089944544962287
2016-10-18,-0.2269258341120893
2016-10-19,-1.1931589554543596
2016-10-20,0.030756476740099934
2016-10-21,0.3175192301980071
2016-10-22,3.815613160710671
2016-10-23,-0.08363294612761175
2016-10-24,-0.5173807268667027
2016-10-25,0.5483161301515637
2016-10-26,3.136191004024353
2016-10-27,1.4890579055275905
2016-10-28,0.23997107217478197
2016-10-29,3.5043296923568676
2016-10-30,-1.7159583726955023
2016-10-31,-0.2373946473843851
2016-11-01,4.057401177734525
2016-11-02,1.4742503825429814
2016-11-03,-7.226548737905235
2016-11-04,2.0476665207046425
2016-11-05,-0.015208361492949237
2016-11-06,1.0954574245858388
2016-11-07,-1.070023364279317
2016-11-08,0.9613339572078778
2016-11-09,1.8945511662179477
2016-11-10,-1.0112828795491982
2016-11-11,0.11962994810576531
2016-11-12,-1.6320844330771724
2016-11-13,-0.4488082887114351
2016-11-14,0.43076918796552
2016-11-15,0.8253133569629658
2016-11-16,4.644620211882153
2016-11-17,-0.523441074633597
2016-11-18,1.4688714983407234
2016-11-19,-0.02886012960511874
2016-11-20,-2.7734551115670003
2016-11-21,1.0916659530394925
2016-11-22,1.5823822313191995
2016-11-23,-0.9507308270798785
2016-11-24,-0.5816381081281793
2016-11-25,0.16300671595912822
2016-11-26,-0.8265511095804762
2016-11-27,-0.4625873487476555
2016-11-28,0.4544781117735179
2016-11-29,-0.098458108553256
2016-11-30,1.2776296192154089
2016-12-01,1.4379764804980162
2016-12-02,2.6927756472021334
2016-12-03,-0.911400565375625
2016-12-04,0.28951513373484095
2016-12-05,-1.899933290122779
2016-12-06,0.725436067698571
2016-12-07,0.5130808788840168
2016-12-08,0.35595550818382193
2016-12-09,0.370161561510237
2016-12-10,0.21047422115181832
2016-12-11,-0.6480778367763059
2016-12-12,1.3047370730089205
2016-12-13,-0.011649617048159047
2016-12-14,0.18923124522970278
2016-12-15,-0.25407907114706924
2016-12-16,0.7630618693942345
2016-12-17,0.7212441387544931
2016-12-18,-0.060424965518571745
2016-12-19,0.2557219010431583
2016-12-20,1.0891763785927386
2016-12-21,4.2012460825030145
2016-12-22,3.639500541625007
2016-12-23,6.601549364605244
2016-12-24,-2.5329080414801854
2016-12-25,-0.38559289894679055
2016-12-26,1.193543987938109
2016-12-27,2.735056380418522
2016-12-28,4.395449780171676
2016-12-29,-0.16695200334892962
2016-12-30,-1.1616031692706665
2016-12-31,0.32436801702887613
2017-01-01,3.597437209809905
2017-01-02,2.316503274395418
2017-01-03,2.1769763866350096
2017-01-04,10.563955713864107
2017-01-05,-12.392691294112293
2017-01-06,-11.046596717109654
2017-01-07,0.5642607435073974
2017-01-08,0.33297402560657285
2017-01-09,-1.1405512013628656
2017-01-10,0.5805387236494052
2017-01-11,-14.354786848938836
2017-01-12,3.8257028297118008
2017-01-13,2.5191087743433593
2017-01-14,-0.8156221921726159
2017-01-15,0.4468594321627335
2017-01-16,1.1865634023769742
2017-01-17,9.265584753704932
2017-01-18,-2.5022741204256587
2017-01-19,1.2087754967009816
2017-01-20,-0.35026655295552694
2017-01-21,2.930045134919161
2017-01-22,0.2676147382885254
2017-01-23,-0.48481947555742205
2017-01-24,-1.9754523498223788
2017-01-25,1.0783408492123228
2017-01-26,1.6834067869520402
2017-01-27,0.1514648626109476
